"soc","onet_element_id","onet_rating_value"
"25-9045","4.A.2.b.5",3.45
"25-9045","4.A.2.b.6",3.82
"25-9045","4.A.4.c.3",1.95
"25-9045","2.B.5.b",1.38
"25-9045","2.B.5.c",1.75
"25-9045","4.A.2.b.5",3.06
"25-9045","4.A.2.b.6",3.7
"25-9045","4.A.4.c.3",1.73
"25-9045","2.A.1.f",2
"25-9045","2.C.4.b",2.06
"25-9045","2.C.4.c",2.12
"25-9045","2.C.4.d",2.38
"25-9045","2.A.1.f",1.62
"25-9045","2.C.4.b",2.62
"25-9045","2.C.4.c",2.73
"25-9045","2.C.4.d",2.68
"25-9045","2.C.4.b",1.93
"25-9045","2.C.4.c",2.02
"25-9045","2.C.4.d",2.37
"25-9045","1.A.1.a.1",4
"25-9045","1.A.1.a.3",4
"25-9045","1.A.4.b.4",3.88
"25-9045","1.A.4.b.5",4.12
"25-9045","2.A.1.b",4
"25-9045","2.A.1.d",4
"25-9045","2.C.9.b",2.92
"25-9045","4.C.1.a.2.c",3.6
"25-9045","1.A.1.a.1",4.12
"25-9045","1.A.4.b.5",4
"25-9045","2.C.9.b",2.68
"25-9045","4.C.1.a.2.c",2.27
"25-9045","1.A.1.a.3",4.12
"25-9045","1.A.4.b.4",3.25
"25-9045","1.A.4.b.5",3.5
"25-9045","2.A.1.b",3.62
"25-9045","2.A.1.d",3.5
"25-9045","2.C.9.b",2.91
"25-9045","4.C.1.a.2.c",3.88
"25-9045","1.A.1.a.2",4
"25-9045","1.A.1.a.4",4
"25-9045","2.A.1.a",4
"25-9045","2.A.1.c",4
"25-9045","4.A.4.a.1",3.83
"25-9045","2.A.1.a",4.12
"25-9045","2.A.1.c",3.62
"25-9045","4.A.4.a.1",4.1
"25-9045","1.A.1.a.4",3.5
"25-9045","2.A.1.a",3.88
"25-9045","2.A.1.c",3.25
"25-9045","4.A.4.a.1",3.82
"25-9099","1.C.4.a",4.53
"25-9099","1.C.4.b",4.68
"25-9099","1.C.4.c",4.54
"25-9099","2.A.2.b",3.38
"25-9099","4.A.2.b.3",3.96
"25-9099","1.C.4.a",4.36
"25-9099","1.C.4.b",4
"25-9099","1.C.4.c",4.36
"25-9099","2.A.2.b",3.62
"25-9099","4.A.2.b.3",4
"25-9099","1.C.4.a",3.96
"25-9099","1.C.4.b",3.74
"25-9099","1.C.4.c",4.26
"25-9099","2.A.2.b",3.75
"25-9099","4.A.2.b.3",4.48
"25-9099","1.C.4.a",4
"25-9099","1.C.4.b",4.23
"25-9099","1.C.4.c",4.47
"25-9099","2.A.2.b",3.88
"25-9099","4.A.2.b.3",4.06
"25-9099","1.C.4.a",4.26
"25-9099","1.C.4.c",4.05
"25-9099","2.A.2.b",3
"25-9099","4.A.2.b.3",3.56
"25-9099","2.B.3.e",1.75
"25-9099","2.C.3.a",3.97
"25-9099","4.A.3.b.1",4.01
"25-9099","4.A.3.b.6",3.84
"25-9099","4.C.1.a.2.h",4.98
"25-9099","2.B.3.e",1.38
"25-9099","2.C.3.a",3.24
"25-9099","4.A.3.b.1",3.45
"25-9099","4.A.3.b.6",3.79
"25-9099","4.C.1.a.2.h",4.5
"25-9099","2.B.3.e",1.62
"25-9099","2.C.3.a",3.22
"25-9099","4.A.3.b.1",4.19
"25-9099","4.A.3.b.6",3.67
"25-9099","4.C.1.a.2.h",5
"25-9099","2.C.3.a",3.6
"25-9099","4.A.3.b.1",4.45
"25-9099","2.C.3.a",3.52
"25-9099","4.A.3.b.1",4.22
"25-9099","4.C.1.a.2.h",4.77
"25-9099","1.A.1.b.2",3.38
"25-9099","1.C.7.a",3.76
"25-9099","2.C.7.c",1.98
"25-9099","4.A.2.b.2",3.95
"25-9099","1.A.1.b.2",3
"25-9099","1.C.7.a",3.77
"25-9099","2.C.7.c",1.45
"25-9099","4.A.2.b.2",4.05
"25-9099","1.A.1.b.2",3.75
"25-9099","1.C.7.a",3.78
"25-9099","2.C.7.c",1.22
"25-9099","4.A.2.b.2",3.7
"25-9099","1.C.7.a",4.24
"25-9099","2.C.7.c",1.8
"25-9099","4.A.2.b.2",3.72
"25-9099","1.A.1.b.2",3.12
"25-9099","1.C.7.a",3.56
"25-9099","2.C.7.c",2.17
"25-9099","4.A.2.b.2",3.61
"25-9099","1.A.1.b.4",3.75
"25-9099","1.A.1.b.5",3.75
"25-9099","1.C.7.b",3.9
"25-9099","2.A.2.a",3.75
"25-9099","2.B.3.a",2.12
"25-9099","2.B.4.g",2.88
"25-9099","4.A.2.a.4",3.61
"25-9099","1.A.1.b.4",3.38
"25-9099","1.A.1.b.5",3.38
"25-9099","1.C.7.b",4.05
"25-9099","2.B.3.a",1.75
"25-9099","2.B.4.g",2.5
"25-9099","4.A.2.a.4",3.18
"25-9099","1.A.1.b.4",4
"25-9099","1.A.1.b.5",4
"25-9099","1.C.7.b",3.93
"25-9099","2.B.3.a",2.5
"25-9099","2.B.4.g",3.62
"25-9099","4.A.2.a.4",3.56
"25-9099","1.A.1.b.4",3.88
"25-9099","1.C.7.b",4.12
"25-9099","2.A.2.a",3.88
"25-9099","2.B.3.a",2
"25-9099","2.B.4.g",3.25
"25-9099","4.A.2.a.4",4.19
"25-9099","1.A.1.b.4",3.12
"25-9099","1.A.1.b.5",3.12
"25-9099","1.C.7.b",3.62
"25-9099","2.A.2.a",3.12
"25-9099","2.B.4.g",2.25
"25-9099","4.A.2.a.4",3.26
"25-9099","2.C.1.e",3.8
"25-9099","4.A.4.a.6",2.38
"25-9099","4.A.4.a.8",3.29
"25-9099","4.C.1.b.1.f",3.7
"25-9099","4.C.1.d.1",3.95
"25-9099","4.C.1.d.2",3.6
"25-9099","2.C.1.e",4.5
"25-9099","4.A.4.a.6",1.76
"25-9099","4.A.4.a.8",3.64
"25-9099","4.C.1.b.1.f",3.76
"25-9099","4.C.1.d.1",2.82
"25-9099","4.C.1.d.2",2.76
"25-9099","4.A.4.a.6",2.78
"25-9099","4.A.4.a.8",4.41
"25-9099","4.C.1.b.1.f",4.7
"25-9099","4.C.1.d.1",2.74
"25-9099","4.C.1.d.2",2.59
"25-9099","2.C.1.e",3.47
"25-9099","4.A.4.a.6",2.4
"25-9099","4.A.4.a.8",3.22
"25-9099","4.C.1.b.1.f",3.6
"25-9099","4.C.1.d.1",3.05
"25-9099","4.C.1.d.2",2.95
"25-9099","2.C.1.e",2.38
"25-9099","4.A.4.a.6",2.29
"25-9099","4.A.4.a.8",2.39
"25-9099","4.C.1.b.1.f",2.73
"25-9099","4.C.1.d.1",2.49
"25-9099","4.C.1.d.2",2.19
"25-9099","1.A.1.g.1",3.25
"25-9099","1.C.5.b",4.36
"25-9099","4.C.3.a.1",2.64
"25-9099","4.C.3.b.4",3.83
"25-9099","1.A.1.g.1",3.12
"25-9099","1.C.5.b",4.27
"25-9099","4.C.3.a.1",1.38
"25-9099","4.C.3.b.4",3.52
"25-9099","1.A.1.g.1",3
"25-9099","1.C.5.b",4.11
"25-9099","4.C.3.a.1",2.19
"25-9099","4.C.3.b.4",3.41
"25-9099","1.C.5.b",4.39
"25-9099","4.C.3.a.1",1.71
"25-9099","4.C.3.b.4",3.26
"25-9099","4.C.3.a.1",2.38
"25-9099","4.C.3.b.4",3.68
"25-9099","1.A.2.a.3",2
"25-9099","1.A.2.b.1",1
"25-9099","1.A.2.c.2",1.25
"25-9099","4.C.2.d.1.g",2.07
"25-9099","1.A.2.a.3",1.75
"25-9099","1.A.2.b.1",1.5
"25-9099","1.A.2.c.2",1.12
"25-9099","4.C.2.d.1.g",2.18
"25-9099","1.A.2.b.1",2.25
"25-9099","1.A.2.c.2",1.75
"25-9099","4.C.2.d.1.g",2.15
"25-9099","1.A.2.a.3",1.88
"25-9099","1.A.2.c.2",1.5
"25-9099","4.C.2.d.1.g",1.61
"25-9099","1.A.2.a.3",1.62
"25-9099","1.A.2.b.1",1.62
"25-9099","4.C.2.d.1.g",2.19
"25-9099","1.C.3.b",4.67
"25-9099","1.C.3.c",4.28
"25-9099","2.B.1.a",4
"25-9099","2.B.1.f",4
"25-9099","4.A.4.a.4",4.47
"25-9099","4.A.4.a.5",3.85
"25-9099","1.C.3.b",4.86
"25-9099","1.C.3.c",4.59
"25-9099","2.B.1.a",3.75
"25-9099","2.B.1.f",3.38
"25-9099","4.A.4.a.4",4.55
"25-9099","4.A.4.a.5",3.45
"25-9099","1.C.3.b",3.93
"25-9099","1.C.3.c",3.59
"25-9099","2.B.1.a",3.88
"25-9099","2.B.1.f",3.62
"25-9099","4.A.4.a.4",4.41
"25-9099","4.A.4.a.5",2.59
"25-9099","1.C.3.b",4.28
"25-9099","1.C.3.c",3.8
"25-9099","4.A.4.a.4",4.63
"25-9099","4.A.4.a.5",3.29
"25-9099","1.C.3.b",4.26
"25-9099","1.C.3.c",3.63
"25-9099","2.B.1.a",3.12
"25-9099","2.B.1.f",3.12
"25-9099","4.A.4.a.4",3.81
"25-9099","4.A.4.a.5",3.3
"25-9099","1.C.2.b",4.35
"25-9099","2.B.5.d",2.75
"25-9099","4.A.4.b.1",3.72
"25-9099","4.A.4.b.2",3.56
"25-9099","4.A.4.b.3",4.19
"25-9099","4.A.4.b.4",3.75
"25-9099","4.A.4.b.5",4.21
"25-9099","4.C.1.c.2",3.29
"25-9099","1.C.2.b",3.95
"25-9099","4.A.4.b.1",2.68
"25-9099","4.A.4.b.2",2.57
"25-9099","4.A.4.b.3",4.71
"25-9099","4.A.4.b.4",2.33
"25-9099","4.A.4.b.5",4.48
"25-9099","4.C.1.c.2",2.48
"25-9099","1.C.2.b",4
"25-9099","2.B.5.d",2.88
"25-9099","4.A.4.b.1",3.44
"25-9099","4.A.4.b.2",3.89
"25-9099","4.A.4.b.3",4.33
"25-9099","4.A.4.b.4",3.27
"25-9099","4.A.4.b.5",3.5
"25-9099","4.C.1.c.2",3.04
"25-9099","1.C.2.b",4.57
"25-9099","2.B.5.d",3.12
"25-9099","4.A.4.b.1",3.31
"25-9099","4.A.4.b.2",4.12
"25-9099","4.A.4.b.3",4.53
"25-9099","4.A.4.b.4",3.44
"25-9099","4.A.4.b.5",4.14
"25-9099","4.C.1.c.2",3.97
"25-9099","1.C.2.b",4.18
"25-9099","2.B.5.d",2.25
"25-9099","4.A.4.b.1",2.86
"25-9099","4.A.4.b.2",2.39
"25-9099","4.A.4.b.3",4.25
"25-9099","4.A.4.b.4",2.97
"25-9099","4.A.4.b.5",3.34
"25-9099","4.C.1.c.2",2.27
"25-9099","1.A.1.c.1",2.88
"25-9099","1.A.1.c.2",2.88
"25-9099","2.A.1.e",2.75
"25-9099","2.C.4.a",3.89
"25-9099","1.A.1.c.2",2.62
"25-9099","2.A.1.e",2.88
"25-9099","2.C.4.a",3.73
"25-9099","1.A.1.c.1",3
"25-9099","1.A.1.c.2",3
"25-9099","2.A.1.e",3
"25-9099","2.C.4.a",2.89
"25-9099","2.C.4.a",3.68
"25-9099","1.A.1.c.1",2.25
"25-9099","1.A.1.c.2",2.38
"25-9099","2.A.1.e",2.25
"25-9099","2.C.4.a",3.27
"25-9099","2.B.3.c",1.12
"25-9099","2.B.3.d",1
"25-9099","2.B.3.h",1.12
"25-9099","2.B.3.j",1
"25-9099","2.B.3.k",1.38
"25-9099","2.B.3.l",1
"25-9099","2.C.3.e",1.58
"25-9099","4.A.3.a.3",1.87
"25-9099","4.A.3.a.4",1.43
"25-9099","4.A.3.b.4",1.28
"25-9099","4.A.3.b.5",1.37
"25-9099","2.B.3.c",1
"25-9099","2.B.3.h",1
"25-9099","2.B.3.k",1
"25-9099","2.C.3.e",1.14
"25-9099","4.A.3.a.3",1.67
"25-9099","4.A.3.a.4",1.38
"25-9099","4.A.3.b.4",1.19
"25-9099","4.A.3.b.5",1.48
"25-9099","2.B.3.c",1.25
"25-9099","2.B.3.h",2.25
"25-9099","2.C.3.e",2.22
"25-9099","4.A.3.a.3",2.07
"25-9099","4.A.3.a.4",3.33
"25-9099","4.A.3.b.4",1.81
"25-9099","4.A.3.b.5",1.78
"25-9099","2.B.3.k",1.5
"25-9099","2.C.3.e",1.36
"25-9099","4.A.3.a.3",1.5
"25-9099","4.A.3.a.4",1.67
"25-9099","4.A.3.b.4",1.3
"25-9099","4.A.3.b.5",1.39
"25-9099","2.B.3.k",1.75
"25-9099","2.C.3.e",1.51
"25-9099","4.A.3.a.3",1.79
"25-9099","4.A.3.a.4",1.63
"25-9099","4.A.3.b.4",1.23
"25-9099","4.A.3.b.5",1.79
"25-9099","1.A.2.b.2",1.75
"25-9099","1.A.3.a.1",2
"25-9099","1.A.3.a.3",1.25
"25-9099","1.A.3.a.4",2.12
"25-9099","1.A.3.b.1",1.88
"25-9099","1.A.3.c.1",1.38
"25-9099","1.A.3.c.3",1.75
"25-9099","1.A.3.c.4",1.75
"25-9099","4.A.3.a.1",2.64
"25-9099","4.C.2.d.1.d",2.45
"25-9099","4.C.2.d.1.h",2.03
"25-9099","1.A.2.b.2",1
"25-9099","1.A.3.a.1",1
"25-9099","1.A.3.a.3",1
"25-9099","1.A.3.a.4",1.5
"25-9099","1.A.3.b.1",1
"25-9099","1.A.3.c.1",1
"25-9099","1.A.3.c.3",1
"25-9099","1.A.3.c.4",1
"25-9099","4.A.3.a.1",1.59
"25-9099","4.C.2.d.1.d",1.25
"25-9099","4.C.2.d.1.h",1.37
"25-9099","1.A.2.b.2",2.12
"25-9099","1.A.3.a.1",1.75
"25-9099","1.A.3.a.3",1.75
"25-9099","1.A.3.a.4",2
"25-9099","1.A.3.b.1",1.75
"25-9099","1.A.3.c.1",1.62
"25-9099","1.A.3.c.3",1.62
"25-9099","1.A.3.c.4",1.5
"25-9099","4.A.3.a.1",2.67
"25-9099","4.C.2.d.1.d",2.11
"25-9099","4.C.2.d.1.h",1.67
"25-9099","1.A.3.a.4",1.75
"25-9099","1.A.3.b.1",1.38
"25-9099","1.A.3.c.3",1.12
"25-9099","4.A.3.a.1",2.08
"25-9099","4.C.2.d.1.d",2.18
"25-9099","4.C.2.d.1.h",1.34
"25-9099","4.A.3.a.1",1.73
"25-9099","4.C.2.d.1.d",2.04
"25-9099","4.C.2.d.1.h",1.58
"25-9099","2.B.2.i",3.75
"25-9099","2.B.4.e",3.62
"25-9099","2.B.4.h",2.88
"25-9099","4.A.2.b.1",4.11
"25-9099","4.C.3.a.2.a",3.51
"25-9099","4.C.3.a.2.b",3.84
"25-9099","4.C.3.a.4",4.34
"25-9099","2.B.2.i",3.62
"25-9099","2.B.4.e",3.25
"25-9099","2.B.4.h",2.25
"25-9099","4.A.2.b.1",4.18
"25-9099","4.C.3.a.2.a",2.59
"25-9099","4.C.3.a.2.b",3.14
"25-9099","4.C.3.a.4",4.27
"25-9099","2.B.4.e",3.88
"25-9099","2.B.4.h",3.62
"25-9099","4.A.2.b.1",4
"25-9099","4.C.3.a.2.a",3.26
"25-9099","4.C.3.a.2.b",3.44
"25-9099","4.C.3.a.4",4.74
"25-9099","2.B.2.i",3.88
"25-9099","2.B.4.e",3.75
"25-9099","2.B.4.h",3.25
"25-9099","4.A.2.b.1",4.38
"25-9099","4.C.3.a.2.a",3.57
"25-9099","4.C.3.a.2.b",3.35
"25-9099","4.C.3.a.4",4.02
"25-9099","2.B.2.i",3.12
"25-9099","2.B.4.e",3
"25-9099","4.A.2.b.1",3.63
"25-9099","4.C.3.a.2.a",2.95
"25-9099","4.C.3.a.2.b",2.88
"25-9099","4.C.3.a.4",4.03
"25-9099","2.B.5.b",2
"25-9099","2.B.5.c",2.12
"25-9099","4.A.2.b.5",3.92
"25-9099","4.A.2.b.6",4.39
"25-9099","4.A.4.c.3",2.42
"25-9099","2.B.5.b",1
"25-9099","2.B.5.c",1.25
"25-9099","4.A.2.b.5",3.45
"25-9099","4.A.2.b.6",3.82
"25-9099","4.A.4.c.3",1.95
"25-9099","2.B.5.b",2.62
"25-9099","2.B.5.c",2.5
"25-9099","4.A.2.b.5",4.15
"25-9099","4.A.2.b.6",4.3
"25-9099","4.A.4.c.3",3.38
"25-9099","2.B.5.b",2.25
"25-9099","4.A.2.b.5",3.91
"25-9099","4.A.2.b.6",4.5
"25-9099","4.A.4.c.3",3.26
"25-9099","2.B.5.b",1.38
"25-9099","2.B.5.c",1.75
"25-9099","4.A.2.b.5",3.06
"25-9099","4.A.2.b.6",3.7
"25-9099","4.A.4.c.3",1.73
"25-9099","2.A.1.f",2
"25-9099","2.C.4.b",2.06
"25-9099","2.C.4.c",2.12
"25-9099","2.C.4.d",2.38
"25-9099","2.A.1.f",1.62
"25-9099","2.C.4.b",2.62
"25-9099","2.C.4.c",2.73
"25-9099","2.C.4.d",2.68
"25-9099","2.A.1.f",2.75
"25-9099","2.C.4.b",1.89
"25-9099","2.C.4.c",2.67
"25-9099","2.C.4.d",3.67
"25-9099","2.A.1.f",1.5
"25-9099","2.C.4.b",1.44
"25-9099","2.C.4.c",1.35
"25-9099","2.C.4.d",1.59
"25-9099","2.C.4.b",1.93
"25-9099","2.C.4.c",2.02
"25-9099","2.C.4.d",2.37
"25-9099","1.A.1.a.1",4
"25-9099","1.A.1.a.3",4
"25-9099","1.A.4.b.4",3.88
"25-9099","1.A.4.b.5",4.12
"25-9099","2.A.1.b",4
"25-9099","2.A.1.d",4
"25-9099","2.C.9.b",2.92
"25-9099","4.C.1.a.2.c",3.6
"25-9099","1.A.1.a.1",4.12
"25-9099","1.A.4.b.5",4
"25-9099","2.C.9.b",2.68
"25-9099","4.C.1.a.2.c",2.27
"25-9099","1.A.1.a.3",4.5
"25-9099","1.A.4.b.4",3.75
"25-9099","2.A.1.b",4.38
"25-9099","2.A.1.d",4.12
"25-9099","2.C.9.b",3.48
"25-9099","4.C.1.a.2.c",3.07
"25-9099","1.A.1.a.3",4.25
"25-9099","1.A.4.b.4",4
"25-9099","2.C.9.b",3.35
"25-9099","4.C.1.a.2.c",3.64
"25-9099","1.A.1.a.3",4.12
"25-9099","1.A.4.b.4",3.25
"25-9099","1.A.4.b.5",3.5
"25-9099","2.A.1.b",3.62
"25-9099","2.A.1.d",3.5
"25-9099","2.C.9.b",2.91
"25-9099","4.C.1.a.2.c",3.88
"25-9099","1.A.1.a.2",4
"25-9099","1.A.1.a.4",4
"25-9099","2.A.1.a",4
"25-9099","2.A.1.c",4
"25-9099","4.A.4.a.1",3.83
"25-9099","2.A.1.a",4.12
"25-9099","2.A.1.c",3.62
"25-9099","4.A.4.a.1",4.1
"25-9099","1.A.1.a.2",4.12
"25-9099","2.A.1.c",3.88
"25-9099","4.A.4.a.1",3.96
"25-9099","1.A.1.a.2",4.38
"25-9099","1.A.1.a.4",4.25
"25-9099","2.A.1.c",4.12
"25-9099","4.A.4.a.1",3.76
"25-9099","1.A.1.a.4",3.5
"25-9099","2.A.1.a",3.88
"25-9099","2.A.1.c",3.25
"25-9099","4.A.4.a.1",3.82
"27-1011","1.C.4.a",4.05
"27-1011","1.C.4.b",4.27
"27-1011","1.C.4.c",4.21
"27-1011","2.A.2.b",3.25
"27-1011","4.A.2.b.3",4.34
"27-1011","2.B.3.e",1.5
"27-1011","2.C.3.a",4.24
"27-1011","4.A.3.b.1",4.57
"27-1011","4.A.3.b.6",2.99
"27-1011","4.C.1.a.2.h",4.75
"27-1011","1.A.1.b.2",4.25
"27-1011","1.C.7.a",4.35
"27-1011","2.C.7.c",4.19
"27-1011","4.A.2.b.2",4.95
"27-1011","1.A.1.b.4",3.62
"27-1011","1.A.1.b.5",3.5
"27-1011","1.C.7.b",3.91
"27-1011","2.A.2.a",3.75
"27-1011","2.B.3.a",3.38
"27-1011","2.B.4.g",3
"27-1011","4.A.2.a.4",3.36
"27-1011","2.C.1.e",3.34
"27-1011","4.A.4.a.6",2.54
"27-1011","4.A.4.a.8",2.63
"27-1011","4.C.1.b.1.f",2.71
"27-1011","4.C.1.d.1",2.27
"27-1011","4.C.1.d.2",2.07
"27-1011","1.A.1.g.1",2.75
"27-1011","1.C.5.b",4.58
"27-1011","4.C.3.a.1",1.92
"27-1011","4.C.3.b.4",4.04
"27-1011","1.A.2.a.3",2.38
"27-1011","1.A.2.b.1",1.88
"27-1011","1.A.2.c.2",1.5
"27-1011","4.C.2.d.1.g",3.81
"27-1011","1.C.3.b",3.5
"27-1011","1.C.3.c",3.79
"27-1011","2.B.1.a",3.25
"27-1011","2.B.1.f",3
"27-1011","4.A.4.a.4",3.89
"27-1011","4.A.4.a.5",2.7
"27-1011","1.C.2.b",3.86
"27-1011","2.B.5.d",3
"27-1011","4.A.4.b.1",3.24
"27-1011","4.A.4.b.2",3.33
"27-1011","4.A.4.b.3",3.34
"27-1011","4.A.4.b.4",3.26
"27-1011","4.A.4.b.5",2.78
"27-1011","4.C.1.c.2",3.04
"27-1011","1.A.1.c.1",2.5
"27-1011","1.A.1.c.2",2.25
"27-1011","2.A.1.e",2.25
"27-1011","2.C.4.a",2.08
"27-1011","2.B.3.c",1.12
"27-1011","2.B.3.d",1
"27-1011","2.B.3.h",1
"27-1011","2.B.3.j",1.12
"27-1011","2.B.3.k",1.12
"27-1011","2.B.3.l",1.12
"27-1011","2.C.3.e",1.69
"27-1011","4.A.3.a.3",1.7
"27-1011","4.A.3.a.4",1.37
"27-1011","4.A.3.b.4",1.3
"27-1011","4.A.3.b.5",1.48
"27-1011","1.A.2.b.2",1
"27-1011","1.A.3.a.1",1
"27-1011","1.A.3.a.3",1.12
"27-1011","1.A.3.a.4",1.62
"27-1011","1.A.3.b.1",1
"27-1011","1.A.3.c.1",1
"27-1011","1.A.3.c.3",1
"27-1011","1.A.3.c.4",1
"27-1011","4.A.3.a.1",1.7
"27-1011","4.C.2.d.1.d",1.59
"27-1011","4.C.2.d.1.h",1.23
"27-1011","2.B.2.i",3.62
"27-1011","2.B.4.e",3.75
"27-1011","2.B.4.h",3
"27-1011","4.A.2.b.1",4.37
"27-1011","4.C.3.a.2.a",3.33
"27-1011","4.C.3.a.2.b",3.66
"27-1011","4.C.3.a.4",4.17
"27-1011","2.B.5.b",2.5
"27-1011","2.B.5.c",2.38
"27-1011","4.A.2.b.5",2.91
"27-1011","4.A.2.b.6",4.2
"27-1011","4.A.4.c.3",2.03
"27-1011","2.A.1.f",1.25
"27-1011","2.C.4.b",1.22
"27-1011","2.C.4.c",1.21
"27-1011","2.C.4.d",1.18
"27-1011","1.A.1.a.1",4
"27-1011","1.A.1.a.3",4
"27-1011","1.A.4.b.4",3.62
"27-1011","1.A.4.b.5",3.62
"27-1011","2.A.1.b",4
"27-1011","2.A.1.d",4
"27-1011","2.C.9.b",4.12
"27-1011","4.C.1.a.2.c",1.93
"27-1011","1.A.1.a.2",4
"27-1011","1.A.1.a.4",3.38
"27-1011","2.A.1.a",3.75
"27-1011","2.A.1.c",3.38
"27-1011","4.A.4.a.1",3.56
"27-1012","1.C.4.a",3.44
"27-1012","1.C.4.b",3.32
"27-1012","1.C.4.c",3.68
"27-1012","2.A.2.b",2.88
"27-1012","4.A.2.b.3",3
"27-1012","2.B.3.e",1.5
"27-1012","2.C.3.a",2.44
"27-1012","4.A.3.b.1",2.79
"27-1012","4.A.3.b.6",2.42
"27-1012","4.C.1.a.2.h",4.6
"27-1012","1.A.1.b.2",3.88
"27-1012","1.C.7.a",4.24
"27-1012","2.C.7.c",3.88
"27-1012","4.A.2.b.2",4.6
"27-1012","1.A.1.b.4",3
"27-1012","1.A.1.b.5",2.88
"27-1012","1.C.7.b",3.6
"27-1012","2.A.2.a",3
"27-1012","2.B.3.a",2.62
"27-1012","2.B.4.g",2
"27-1012","4.A.2.a.4",2.12
"27-1012","2.C.1.e",3.8
"27-1012","4.A.4.a.6",3.76
"27-1012","4.A.4.a.8",3.52
"27-1012","4.C.1.b.1.f",3.52
"27-1012","4.C.1.d.1",1.88
"27-1012","4.C.1.d.2",2.12
"27-1012","1.A.1.g.1",2.88
"27-1012","1.C.5.b",4.68
"27-1012","4.C.3.a.1",2.8
"27-1012","4.C.3.b.4",4.2
"27-1012","1.A.2.a.3",3.88
"27-1012","1.A.2.b.1",3.38
"27-1012","1.A.2.c.2",2.25
"27-1012","4.C.2.d.1.g",4.52
"27-1012","1.C.3.b",2.8
"27-1012","1.C.3.c",2.12
"27-1012","2.B.1.a",3.12
"27-1012","2.B.1.f",2.88
"27-1012","4.A.4.a.4",3.2
"27-1012","4.A.4.a.5",1.68
"27-1012","1.C.2.b",2.4
"27-1012","2.B.5.d",2.12
"27-1012","4.A.4.b.1",1.88
"27-1012","4.A.4.b.2",1.6
"27-1012","4.A.4.b.3",2.24
"27-1012","4.A.4.b.4",1.84
"27-1012","4.A.4.b.5",2.08
"27-1012","4.C.1.c.2",2.12
"27-1012","1.A.1.c.1",2.5
"27-1012","1.A.1.c.2",2.38
"27-1012","2.A.1.e",2.12
"27-1012","2.C.4.a",2.56
"27-1012","2.B.3.c",2.38
"27-1012","2.B.3.d",1
"27-1012","2.B.3.h",2.25
"27-1012","2.B.3.j",1.88
"27-1012","2.B.3.k",1.88
"27-1012","2.B.3.l",1.88
"27-1012","2.C.3.e",3
"27-1012","4.A.3.a.3",3.08
"27-1012","4.A.3.a.4",2.25
"27-1012","4.A.3.b.4",2.64
"27-1012","4.A.3.b.5",1.8
"27-1012","1.A.2.b.2",3.38
"27-1012","1.A.3.a.1",2.5
"27-1012","1.A.3.a.3",2.25
"27-1012","1.A.3.a.4",2.75
"27-1012","1.A.3.b.1",2.12
"27-1012","1.A.3.c.1",2.5
"27-1012","1.A.3.c.3",2
"27-1012","1.A.3.c.4",1.62
"27-1012","4.A.3.a.1",3.78
"27-1012","4.C.2.d.1.d",1.92
"27-1012","4.C.2.d.1.h",2.29
"27-1012","2.B.2.i",2.88
"27-1012","2.B.4.e",2.75
"27-1012","2.B.4.h",2.12
"27-1012","4.A.2.b.1",3.32
"27-1012","4.C.3.a.2.a",2.92
"27-1012","4.C.3.a.2.b",2.48
"27-1012","4.C.3.a.4",3.92
"27-1012","2.B.5.b",2.25
"27-1012","2.B.5.c",2.5
"27-1012","4.A.2.b.5",3.44
"27-1012","4.A.2.b.6",3.76
"27-1012","4.A.4.c.3",3.64
"27-1012","2.A.1.f",1.38
"27-1012","2.C.4.b",1.72
"27-1012","2.C.4.c",2
"27-1012","2.C.4.d",1.12
"27-1012","1.A.1.a.1",3
"27-1012","1.A.1.a.3",3.12
"27-1012","1.A.4.b.4",3.12
"27-1012","1.A.4.b.5",3.12
"27-1012","2.A.1.b",3.12
"27-1012","2.A.1.d",3.12
"27-1012","2.C.9.b",2.52
"27-1012","4.C.1.a.2.c",2.08
"27-1012","1.A.1.a.2",2.88
"27-1012","1.A.1.a.4",2.75
"27-1012","2.A.1.a",3.12
"27-1012","2.A.1.c",2.88
"27-1012","4.A.4.a.1",1.56
"27-1013","1.C.4.a",4.12
"27-1013","1.C.4.b",4.18
"27-1013","1.C.4.c",4.16
"27-1013","2.A.2.b",3.25
"27-1013","4.A.2.b.3",3.46
"27-1013","2.B.3.e",1.62
"27-1013","2.C.3.a",4.24
"27-1013","4.A.3.b.1",3.46
"27-1013","4.A.3.b.6",1.99
"27-1013","4.C.1.a.2.h",3.9
"27-1013","1.A.1.b.2",4.38
"27-1013","1.C.7.a",4
"27-1013","2.C.7.c",3.45
"27-1013","4.A.2.b.2",4.8
"27-1013","1.A.1.b.4",3
"27-1013","1.A.1.b.5",3
"27-1013","1.C.7.b",3.61
"27-1013","2.A.2.a",3.25
"27-1013","2.B.3.a",2.62
"27-1013","2.B.4.g",2.25
"27-1013","4.A.2.a.4",2.49
"27-1013","2.C.1.e",3.32
"27-1013","4.A.4.a.6",2.28
"27-1013","4.A.4.a.8",2.64
"27-1013","4.C.1.b.1.f",2.67
"27-1013","4.C.1.d.1",1.95
"27-1013","4.C.1.d.2",1.42
"27-1013","1.A.1.g.1",2.88
"27-1013","1.C.5.b",4.81
