1243694376	20250514	202505	2025	2025.3671	BEL	BELGIUM	BEL								RUSGOV	RUSSIA	RUS					GOV			0	012	012	01	1	-0.4	1	1	1	-2.27848101265823	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250514044500	https://www.theguardian.com/world/2025/may/14/calls-for-russias-frozen-assets-held-in-belgium-to-be-used-in-rebuilding-ukraine
1243694377	20250514	202505	2025	2025.3671	BEL	BELGIUM	BEL								RUSGOV	RUSSIA	RUS					GOV			0	012	012	01	1	-0.4	1	1	1	-2.27848101265823	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Russia	RS	RS		60	100	RS	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250514044500	https://www.theguardian.com/world/2025/may/14/calls-for-russias-frozen-assets-held-in-belgium-to-be-used-in-rebuilding-ukraine
1243694378	20250514	202505	2025	2025.3671	BEL	BELGIUM	BEL								UKR	UKRAINE	UKR								0	020	020	02	1	3.0	2	1	2	-2.27848101265823	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250514044500	https://www.theguardian.com/world/2025/may/14/calls-for-russias-frozen-assets-held-in-belgium-to-be-used-in-rebuilding-ukraine
1243694379	20250514	202505	2025	2025.3671	BEL	BELGIUM	BEL								UKR	UKRAINE	UKR								0	020	020	02	1	3.0	2	1	2	-2.27848101265823	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20250514044500	https://www.theguardian.com/world/2025/may/14/calls-for-russias-frozen-assets-held-in-belgium-to-be-used-in-rebuilding-ukraine
1243694380	20250514	202505	2025	2025.3671	BELMED	BELGIAN	BEL					MED			GOV	SOVEREIGN						GOV			0	071	071	07	2	7.4	6	1	6	-2.27848101265823	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250514044500	https://www.theguardian.com/world/2025/may/14/calls-for-russias-frozen-assets-held-in-belgium-to-be-used-in-rebuilding-ukraine
1243694381	20250514	202505	2025	2025.3671	BGD	DHAKA	BGD																		1	172	172	17	4	-5.0	2	1	2	-1.49892933618843	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								1	India	IN	IN		20	77	IN	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694382	20250514	202505	2025	2025.3671	BGD	DHAKA	BGD																		1	172	172	17	4	-5.0	6	1	6	-1.49892933618843	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694383	20250514	202505	2025	2025.3671	BGD	BANGLADESH	BGD								CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	1.93965517241379	4	Seven Sisters, Zhejiang, China	CH	CH02	13327	30.2653	121.611	-1922847	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694384	20250514	202505	2025	2025.3671	BGD	BANGLADESH	BGD								CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	1.93965517241379	1	Bangladesh	BG	BG		24	90	BG	4	Seven Sisters, Zhejiang, China	CH	CH02	13327	30.2653	121.611	-1922847	4	Seven Sisters, Zhejiang, China	CH	CH02	13327	30.2653	121.611	-1922847	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694385	20250514	202505	2025	2025.3671	BGD	DHAKA	BGD								CHN	CHINA	CHN								1	046	046	04	1	7.0	3	1	3	4.1002277904328	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Zhanyuan, Jiangxi, China	CH	CH03	13167	28.051	116.271	10627199	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250514044500	http://www.china.org.cn/2025-05/14/content_117873989.shtml
1243694386	20250514	202505	2025	2025.3671	BGD	BANGLADESH	BGD								COP	DEPUTY						COP			1	043	043	04	1	2.8	3	1	3	1.93965517241379	1	Bangladesh	BG	BG		24	90	BG	1	Nepal	NP	NP		28	84	NP	1	Bangladesh	BG	BG		24	90	BG	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694387	20250514	202505	2025	2025.3671	BGD	BANGLADESH	BGD								COP	DEPUTY						COP			1	043	043	04	1	2.8	1	1	1	1.93965517241379	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	India	IN	IN		20	77	IN	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694388	20250514	202505	2025	2025.3671	BGD	BANGLADESH	BGD								NPL	NEPAL	NPL								1	043	043	04	1	2.8	1	1	1	1.93965517241379	1	Bangladesh	BG	BG		24	90	BG	1	Nepal	NP	NP		28	84	NP	1	Bangladesh	BG	BG		24	90	BG	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694389	20250514	202505	2025	2025.3671	BGDHLH	RANGPUR	BGD					HLH			BTN	BHUTAN	BTN								0	030	030	03	1	4.0	1	1	1	1.93965517241379	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694390	20250514	202505	2025	2025.3671	BGDHLH	RANGPUR	BGD					HLH			BTN	BHUTAN	BTN								0	030	030	03	1	4.0	2	1	2	1.93965517241379	1	Nepal	NP	NP		28	84	NP	1	Bhutan	BT	BT		27.5	90.5	BT	1	Nepal	NP	NP		28	84	NP	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694391	20250514	202505	2025	2025.3671	BGDHLH	RANGPUR	BGD					HLH			BTN	BHUTAN	BTN								0	030	030	03	1	4.0	1	1	1	1.93965517241379	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694392	20250514	202505	2025	2025.3671	BGDHLH	RANGPUR	BGD					HLH			NPL	NEPAL	NPL								0	030	030	03	1	4.0	1	1	1	1.93965517241379	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694393	20250514	202505	2025	2025.3671	BGDHLH	RANGPUR	BGD					HLH			NPL	NEPAL	NPL								0	030	030	03	1	4.0	3	1	3	1.93965517241379	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20250514044500	https://www.news18.com/world/bangladeshs-yunus-mentions-indias-northeast-states-pushes-for-integrated-economic-plan-in-region-9335978.html
1243694394	20250514	202505	2025	2025.3671	BGDMED	BANGLADESH	BGD					MED			PAK	PAKISTAN	PAK								1	042	042	04	1	1.9	1	1	1	0.980392156862747	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250514044500	https://timesofindia.indiatimes.com/world/south-asia/pakistan-envoy-to-bangladesh-goes-on-sudden-leave-sparks-speculation/articleshow/121150853.cms
1243694395	20250514	202505	2025	2025.3671	BGDPTY	BANGLADESH	BGD								BGD	BANGLADESH	BGD								0	051	051	05	1	3.4	1	1	1	-1.49892933618843	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694396	20250514	202505	2025	2025.3671	BGDPTY	BANGLADESH	BGD								BGD	BANGLADESH	BGD								0	110	110	11	3	-2.0	1	1	1	-1.49892933618843	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694397	20250514	202505	2025	2025.3671	BGDPTY	BANGLADESH	BGD								COP	DEPUTY						COP			0	051	051	05	1	3.4	1	1	1	-1.49892933618843	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694398	20250514	202505	2025	2025.3671	BGDPTY	BANGLADESH	BGD								COP	DEPUTY						COP			0	110	110	11	3	-2.0	7	1	7	-1.49892933618843	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20250514044500	https://aninews.in/news/world/asia/awami-league-activities-banned-to-protect-national-security-of-bangladesh-says-chief-advisers-press-secretary20250514095442/
1243694399	20250514	202505	2025	2025.3671	BHS	BAHAMA	BHS																		1	010	010	01	1	0.0	3	1	3	-4.05797101449276	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	0								4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20250514044500	https://www.hindustantimes.com/world-news/us-news/who-was-gaurav-jaisingh-indian-american-student-dies-in-a-tragic-accident-in-the-bahamas-101747192657615.html
1243694400	20250514	202505	2025	2025.3671	BHS	BAHAMA	BHS								MDV	MALE	MDV								1	090	090	09	2	-2.0	6	1	6	-3.02197802197802	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20250514044500	https://www.ndtv.com/indians-abroad/gaurav-jaisingh-indian-origin-college-student-dies-in-bahamas-days-before-graduation-8408941
1243694401	20250514	202505	2025	2025.3671	BHS	BAHAMA	BHS								MDV	MALE	MDV								1	090	090	09	2	-2.0	2	1	2	-3.02197802197802	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20250514044500	https://www.ndtv.com/indians-abroad/gaurav-jaisingh-indian-origin-college-student-dies-in-bahamas-days-before-graduation-8408941
1243694402	20250514	202505	2025	2025.3671	BHSCOP	BAHAMA	BHS					COP			COP	POLICE						COP			1	090	090	09	2	-2.0	2	1	2	-3.02197802197802	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20250514044500	https://www.ndtv.com/indians-abroad/gaurav-jaisingh-indian-origin-college-student-dies-in-bahamas-days-before-graduation-8408941
1243694403	20250514	202505	2025	2025.3671	BHSCOP	BAHAMA	BHS					COP			MDV	MALE	MDV								1	090	090	09	2	-2.0	2	1	2	-3.02197802197802	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	4	Paradise Island, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0833	-77.3333	-1543934	20250514044500	https://www.ndtv.com/indians-abroad/gaurav-jaisingh-indian-origin-college-student-dies-in-bahamas-days-before-graduation-8408941
1243694404	20250514	202505	2025	2025.3671	BRA	BRAZIL	BRA																		1	070	070	07	2	7.0	8	1	8	2.08695652173913	4	Aguia, Amazonas, Brazil	BR	BR04	18585	-6.5	-69.4333	-623634	0								4	Aguia, Amazonas, Brazil	BR	BR04	18585	-6.5	-69.4333	-623634	20250514044500	https://www.theage.com.au/business/companies/aguia-set-for-second-cashflow-stream-by-mid-year-20250514-p5lz5u.html
1243694405	20250514	202505	2025	2025.3671	BRA	BRAZIL	BRA								CHN	CHINESE	CHN								0	042	042	04	1	1.9	1	1	1	4.29835651074589	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250514044500	http://www.china.org.cn/2025-05/14/content_117873723.shtml
1243694406	20250514	202505	2025	2025.3671	BRA	BRAZIL	BRA								COL	COLOMBIA	COL								0	070	070	07	2	7.0	4	1	4	2.08695652173913	4	Aguia, Amazonas, Brazil	BR	BR04	18585	-6.5	-69.4333	-623634	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250514044500	https://www.theage.com.au/business/companies/aguia-set-for-second-cashflow-stream-by-mid-year-20250514-p5lz5u.html
1243694407	20250514	202505	2025	2025.3671	BUD	BUDDHIST				BUD															1	043	043	04	1	2.8	10	1	10	4.08921933085502	4	Nagarjunasagar, India (general), India	IN	IN00	17560	16.5	79.2167	-2105344	0								4	Nagarjunasagar, India (general), India	IN	IN00	17560	16.5	79.2167	-2105344	20250514044500	https://aninews.in/news/entertainment/out-of-box/miss-world-2025-109-contestants-of-beauty-pageant-visit-charminar-in-hyderabad-pose-for-snaps20250514023518/
1243694408	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													1	013	013	01	1	0.4	8	1	8	0.81632653061224	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250514044500	http://koreabizwire.com/korean-pharma-sees-opportunity-in-trumps-u-s-drug-price-reform-despite-tariff-risks/317420
1243694409	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													1	013	013	01	1	0.4	2	1	2	0.81632653061224	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250514044500	http://koreabizwire.com/korean-pharma-sees-opportunity-in-trumps-u-s-drug-price-reform-despite-tariff-risks/317420
1243694410	20250514	202505	2025	2025.3671	BUS	BANK						BUS													0	020	020	02	1	3.0	10	1	10	-0.56818181818182	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250514044500	https://indianexpress.com/article/live-news/top-news-today-briefing-10003870/
1243694411	20250514	202505	2025	2025.3671	BUS	COMPANIES						BUS													1	020	020	02	1	3.0	20	1	10	3.86178861788618	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20250514044500	https://www.fool.ca/2025/05/13/my-top-2-tsx-tech-stocks-smart-bets-for-canadian-technology-exposure/
1243694412	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS													1	042	042	04	1	1.9	2	1	2	4.91071428571428	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	0								3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	20250514044500	https://ktxs.com/news/local/abilene-celebrates-small-businesses-during-small-business-month
1243694413	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS													1	051	051	05	1	3.4	10	1	10	4.91071428571428	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	0								3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	20250514044500	https://ktxs.com/news/local/abilene-celebrates-small-businesses-during-small-business-month
1243694414	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS													0	051	051	05	1	3.4	5	1	5	1.4	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20250514044500	https://www.oudaily.com/news/norman-city-council-hears-updates-central-oklahoma-transit-plan-approves-consolidated-plan/article_272a022b-a71c-48df-859d-47cb0433eddf.html
1243694415	20250514	202505	2025	2025.3671	BUS	COMPANIES						BUS													1	071	071	07	2	7.4	5	1	5	-1.10062893081761	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20250514044500	https://www.bandt.com.au/energy-australia-faces-landmark-greenwashing-case-over-go-neutral-claims/
1243694416	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													1	073	073	07	2	7.4	10	1	10	2.72108843537415	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20250514044500	https://www.adgully.com/post/1631/addressing-indias-iron-deficiency-danone-launches-innovative-dexogrow-for-toddlers
1243694417	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													0	080	080	08	2	5.0	5	1	5	-4.02930402930403	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250514044500	https://www.themarysue.com/michigan-man-buys-wrong-zillow-house/
1243694418	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													1	120	120	12	3	-4.0	3	1	3	-0.999000999001	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250514044500	https://auto.hindustantimes.com/auto/news/nissan-bets-big-on-re-nissan-job-cuts-next-gen-cars-indias-part-in-the-play-41747195442379.html
1243694419	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS													1	120	120	12	3	-4.0	1	1	1	-0.999000999001	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								1	United States	US	US		39.828175	-98.5795	US	20250514044500	https://auto.hindustantimes.com/auto/news/nissan-bets-big-on-re-nissan-job-cuts-next-gen-cars-indias-part-in-the-play-41747195442379.html
1243694420	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS													0	186	186	18	4	-10.0	5	1	5	2.00364298724955	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20250514044500	https://www.timeslive.co.za/news/south-africa/2025-05-14-durban-chamber-of-commerce-backs-lenmeds-vision-for-medical-tourism-and-economic-growth/
1243694421	20250514	202505	2025	2025.3671	BUS	AIRLINE						BUS			AUS	PERTH	AUS								0	036	036	03	1	4.0	6	1	6	4.38799076212471	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250514044500	https://www.miragenews.com/walking-on-dream-campaign-launches-in-malaysia-1459848/
1243694422	20250514	202505	2025	2025.3671	BUS	AIRLINE						BUS			AUS	AUSTRALIA	AUS								0	036	036	03	1	4.0	2	1	2	4.38799076212471	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250514044500	https://www.miragenews.com/walking-on-dream-campaign-launches-in-malaysia-1459848/
1243694423	20250514	202505	2025	2025.3671	BUS	COMPANIES						BUS			AUS	AUSTRALIA	AUS								1	071	071	07	2	7.4	5	1	5	-1.10062893081761	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250514044500	https://www.bandt.com.au/energy-australia-faces-landmark-greenwashing-case-over-go-neutral-claims/
1243694424	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS			CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	3	1	3	-0.46728971962617	3	Fulton County Jail, Georgia, United States	US	USGA	GA121	33.7759	-84.4244	351197	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Fulton County Jail, Georgia, United States	US	USGA		33.7759	-84.4244	351197	20250514044500	https://www.atlantanewsfirst.com/2025/05/14/georgia-power-meets-with-atlanta-residents-about-high-voltage-power-line-project/
1243694425	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS			CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	2	1	2	-0.46728971962617	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	3	Fulton County, Georgia, United States	US	USGA		33.7668	-84.4499	1694833	20250514044500	https://www.atlantanewsfirst.com/2025/05/14/georgia-power-meets-with-atlanta-residents-about-high-voltage-power-line-project/
1243694426	20250514	202505	2025	2025.3671	BUS	COMPANY						BUS			CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	5	1	5	-0.46728971962617	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Fulton County Jail, Georgia, United States	US	USGA		33.7759	-84.4244	351197	20250514044500	https://www.atlantanewsfirst.com/2025/05/14/georgia-power-meets-with-atlanta-residents-about-high-voltage-power-line-project/
1243694427	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS			CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	3	1	3	4.91071428571428	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	20250514044500	https://ktxs.com/news/local/abilene-celebrates-small-businesses-during-small-business-month
1243694428	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS			EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	0.3448275862069	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250514044500	https://www.wlox.com/2025/05/14/coast-business-owner-discusses-how-tariffs-could-impact-school-supplies/
1243694429	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS			LEG	CHAMBER						LEG			1	051	051	05	1	3.4	2	1	2	4.91071428571428	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	20250514044500	https://ktxs.com/news/local/abilene-celebrates-small-businesses-during-small-business-month
1243694430	20250514	202505	2025	2025.3671	BUS	AIRLINE						BUS			MNCSEA	AIRASIA	SEA					MNC			1	043	043	04	1	2.8	10	1	10	4.38799076212471	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20250514044500	https://www.miragenews.com/walking-on-dream-campaign-launches-in-malaysia-1459848/
1243694431	20250514	202505	2025	2025.3671	BUS	TRADER						BUS			TUR	TURKEY	TUR								1	020	020	02	1	3.0	5	1	5	-3.06122448979592	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20250514044500	https://aninews.in/news/business/udaipur-traders-urge-pm-modi-to-ban-marble-imports-from-turkey20250513222637/
1243694432	20250514	202505	2025	2025.3671	BUS	TRADER						BUS			TUR	TURKEY	TUR								1	061	061	06	2	6.4	4	1	4	-3.06122448979592	1	Pakistan	PK	PK		30	70	PK	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20250514044500	https://aninews.in/news/business/udaipur-traders-urge-pm-modi-to-ban-marble-imports-from-turkey20250513222637/
1243694433	20250514	202505	2025	2025.3671	BUS	TRADER						BUS			TUR	TURKEY	TUR								1	061	061	06	2	6.4	11	1	10	-3.06122448979592	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20250514044500	https://aninews.in/news/business/udaipur-traders-urge-pm-modi-to-ban-marble-imports-from-turkey20250513222637/
1243694434	20250514	202505	2025	2025.3671	BUS	TRADER						BUS			TUR	TURKEY	TUR								1	163	163	16	4	-8.0	5	1	5	-3.06122448979592	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20250514044500	https://aninews.in/news/business/udaipur-traders-urge-pm-modi-to-ban-marble-imports-from-turkey20250513222637/
1243694435	20250514	202505	2025	2025.3671	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	4.91071428571428	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	3	Abilene, Texas, United States	US	USTX	TX441	32.4487	-99.7331	1329173	20250514044500	https://ktxs.com/news/local/abilene-celebrates-small-businesses-during-small-business-month
